"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"SGP","Singapore","1981","Not applicable","Not applicable","Percent","2.58428"
"SGP","Singapore","1980","Not applicable","Not applicable","Percent","2.5603"
"SGP","Singapore","1979","Not applicable","Not applicable","Percent","2.24966"
"SGP","Singapore","1978","Not applicable","Not applicable","Percent","2.29136"
"SGP","Singapore","1977","Not applicable","Not applicable","Percent","2.45105"
"SGP","Singapore","1976","Not applicable","Not applicable","Percent","2.69253"
"SGP","Singapore","1975","Not applicable","Not applicable","Percent","2.44172"
"SVK","Slovakia","2013","Not applicable","Not applicable","Percent","4.10519"
"SVK","Slovakia","2012","Not applicable","Not applicable","Percent","3.92452"
"SVK","Slovakia","2011","Not applicable","Not applicable","Percent","3.97264"
"SVK","Slovakia","2010","Not applicable","Not applicable","Percent","4.1275"
"SVK","Slovakia","2009","Not applicable","Not applicable","Percent","4.0238"
"SVK","Slovakia","2008","Not applicable","Not applicable","Percent","3.53547"
"SVK","Slovakia","2007","Not applicable","Not applicable","Percent","3.53883"
"SVK","Slovakia","2006","Not applicable","Not applicable","Percent","3.7245"
"SVK","Slovakia","2005","Not applicable","Not applicable","Percent","3.77754"
"SVK","Slovakia","2004","Not applicable","Not applicable","Percent","4.10813"
"SVK","Slovakia","2003","Not applicable","Not applicable","Percent","4.21721"
"SVK","Slovakia","2002","Not applicable","Not applicable","Percent","4.25106"
"SVK","Slovakia","2001","Not applicable","Not applicable","Percent","3.94199"
"SVK","Slovakia","2000","Not applicable","Not applicable","Percent","3.87199"
"SVK","Slovakia","1999","Not applicable","Not applicable","Percent","4.11247"
"SVK","Slovakia","1997","Not applicable","Not applicable","Percent","4.12943"
"SVK","Slovakia","1996","Not applicable","Not applicable","Percent","4.13969"
"SVK","Slovakia","1995","Not applicable","Not applicable","Percent","4.31547"
"SVK","Slovakia","1994","Not applicable","Not applicable","Percent","3.72795"
"SVK","Slovakia","1993","Not applicable","Not applicable","Percent","4.46812"
"SVK","Slovakia","1992","Not applicable","Not applicable","Percent","5.37926"
"SVN","Slovenia","2012","Not applicable","Not applicable","Percent","5.66161"
"SVN","Slovenia","2011","Not applicable","Not applicable","Percent","5.56563"
"SVN","Slovenia","2010","Not applicable","Not applicable","Percent","5.56251"
"SVN","Slovenia","2009","Not applicable","Not applicable","Percent","5.56859"
"SVN","Slovenia","2008","Not applicable","Not applicable","Percent","5.10609"
"SVN","Slovenia","2007","Not applicable","Not applicable","Percent","5.10509"
"SVN","Slovenia","2006","Not applicable","Not applicable","Percent","5.57559"
"SVN","Slovenia","2005","Not applicable","Not applicable","Percent","5.58241"
"SVN","Slovenia","2004","Not applicable","Not applicable","Percent","5.63518"
"SVN","Slovenia","2003","Not applicable","Not applicable","Percent","5.69129"
"SVN","Slovenia","2002","Not applicable","Not applicable","Percent","5.65512"
"SVN","Slovenia","2001","Not applicable","Not applicable","Percent","5.75709"
"SVN","Slovenia","1995","Not applicable","Not applicable","Percent","4.92382"
"SLB","Solomon Islands","2010","Not applicable","Not applicable","Percent","10.00108"
"SLB","Solomon Islands","2009","Not applicable","Not applicable","Percent","8.97326"
"SLB","Solomon Islands","2008","Not applicable","Not applicable","Percent","8.79999"
"SLB","Solomon Islands","2007","Not applicable","Not applicable","Percent","9.87995"
"SLB","Solomon Islands","1998","Not applicable","Not applicable","Percent","2.24871"
"SLB","Solomon Islands","1991","Not applicable","Not applicable","Percent","2.75382"
"ZAF","South Africa","2014","Not applicable","Not applicable","Percent","6.05628"
"ZAF","South Africa","2013","Not applicable","Not applicable","Percent","5.99753"
"ZAF","South Africa","2012","Not applicable","Not applicable","Percent","6.36892"
"ZAF","South Africa","2011","Not applicable","Not applicable","Percent","5.96275"
"ZAF","South Africa","2010","Not applicable","Not applicable","Percent","5.72173"
"ZAF","South Africa","2009","Not applicable","Not applicable","Percent","5.24869"
"ZAF","South Africa","2008","Not applicable","Not applicable","Percent","4.86601"
"ZAF","South Africa","2007","Not applicable","Not applicable","Percent","4.97414"
"ZAF","South Africa","2006","Not applicable","Not applicable","Percent","5.07258"
"ZAF","South Africa","2005","Not applicable","Not applicable","Percent","5.06321"
"ZAF","South Africa","2004","Not applicable","Not applicable","Percent","5.06889"
"ZAF","South Africa","2003","Not applicable","Not applicable","Percent","4.86487"
"ZAF","South Africa","2002","Not applicable","Not applicable","Percent","5.06624"
"ZAF","South Africa","2001","Not applicable","Not applicable","Percent","5.15948"
"ZAF","South Africa","2000","Not applicable","Not applicable","Percent","5.44358"
"ZAF","South Africa","1999","Not applicable","Not applicable","Percent","5.87522"
"ZAF","South Africa","1996","Not applicable","Not applicable","Percent","5.57576"
"ZAF","South Africa","1994","Not applicable","Not applicable","Percent","5.80609"
"ZAF","South Africa","1993","Not applicable","Not applicable","Percent","6.06783"
"ZAF","South Africa","1991","Not applicable","Not applicable","Percent","5.91858"
"ZAF","South Africa","1990","Not applicable","Not applicable","Percent","5.28974"
"ZAF","South Africa","1989","Not applicable","Not applicable","Percent","5.00923"
"ZAF","South Africa","1988","Not applicable","Not applicable","Percent","5.46302"
"ZAF","South Africa","1987","Not applicable","Not applicable","Percent","5.33351"
"SSD","South Sudan","2011","Not applicable","Not applicable","Percent","0.80521"
"ESP","Spain","2013","Not applicable","Not applicable","Percent","4.30494"
"ESP","Spain","2012","Not applicable","Not applicable","Percent","4.4189"
"ESP","Spain","2011","Not applicable","Not applicable","Percent","4.86651"
"ESP","Spain","2010","Not applicable","Not applicable","Percent","4.81924"
"ESP","Spain","2009","Not applicable","Not applicable","Percent","4.86781"
"ESP","Spain","2008","Not applicable","Not applicable","Percent","4.501"
"ESP","Spain","2007","Not applicable","Not applicable","Percent","4.23331"
"ESP","Spain","2006","Not applicable","Not applicable","Percent","4.1676"
"ESP","Spain","2005","Not applicable","Not applicable","Percent","4.13003"
"ESP","Spain","2004","Not applicable","Not applicable","Percent","4.14829"
"ESP","Spain","2003","Not applicable","Not applicable","Percent","4.16717"
"ESP","Spain","2002","Not applicable","Not applicable","Percent","4.13603"
"ESP","Spain","2001","Not applicable","Not applicable","Percent","4.11988"
"ESP","Spain","2000","Not applicable","Not applicable","Percent","4.17637"
"ESP","Spain","1999","Not applicable","Not applicable","Percent","4.27052"
"ESP","Spain","1998","Not applicable","Not applicable","Percent","4.30296"
"ESP","Spain","1996","Not applicable","Not applicable","Percent","4.46852"
"ESP","Spain","1995","Not applicable","Not applicable","Percent","4.44671"
"ESP","Spain","1994","Not applicable","Not applicable","Percent","4.49689"
"ESP","Spain","1993","Not applicable","Not applicable","Percent","4.25645"
"ESP","Spain","1992","Not applicable","Not applicable","Percent","3.84761"
"ESP","Spain","1991","Not applicable","Not applicable","Percent","3.75254"
"ESP","Spain","1990","Not applicable","Not applicable","Percent","3.64349"
"ESP","Spain","1989","Not applicable","Not applicable","Percent","3.56145"
"ESP","Spain","1988","Not applicable","Not applicable","Percent","3.33737"
"ESP","Spain","1987","Not applicable","Not applicable","Percent","3.1367"
"ESP","Spain","1979","Not applicable","Not applicable","Percent","2.34442"
"ESP","Spain","1978","Not applicable","Not applicable","Percent","2.2368"
"ESP","Spain","1977","Not applicable","Not applicable","Percent","2.08282"
"ESP","Spain","1976","Not applicable","Not applicable","Percent","1.90457"
"LKA","Sri Lanka","2013","Not applicable","Not applicable","Percent","1.62107"
"LKA","Sri Lanka","2012","Not applicable","Not applicable","Percent","1.49617"
"LKA","Sri Lanka","2011","Not applicable","Not applicable","Percent","1.80861"
"LKA","Sri Lanka","2010","Not applicable","Not applicable","Percent","1.71774"
"LKA","Sri Lanka","2009","Not applicable","Not applicable","Percent","2.0559"
"LKA","Sri Lanka","1998","Not applicable","Not applicable","Percent","3.05141"
"LKA","Sri Lanka","1996","Not applicable","Not applicable","Percent","3.3436"
"LKA","Sri Lanka","1995","Not applicable","Not applicable","Percent","2.9576"
"LKA","Sri Lanka","1994","Not applicable","Not applicable","Percent","3.10853"
"LKA","Sri Lanka","1991","Not applicable","Not applicable","Percent","2.91558"
"LKA","Sri Lanka","1990","Not applicable","Not applicable","Percent","2.41093"
"LKA","Sri Lanka","1989","Not applicable","Not applicable","Percent","2.75516"
"LKA","Sri Lanka","1988","Not applicable","Not applicable","Percent","2.82636"
"LKA","Sri Lanka","1987","Not applicable","Not applicable","Percent","2.64433"
"LKA","Sri Lanka","1986","Not applicable","Not applicable","Percent","2.80542"
"LKA","Sri Lanka","1985","Not applicable","Not applicable","Percent","2.57614"
"LKA","Sri Lanka","1984","Not applicable","Not applicable","Percent","2.16526"
"LKA","Sri Lanka","1983","Not applicable","Not applicable","Percent","2.39061"
"LKA","Sri Lanka","1982","Not applicable","Not applicable","Percent","2.5585"
"LKA","Sri Lanka","1981","Not applicable","Not applicable","Percent","2.44221"
"LKA","Sri Lanka","1980","Not applicable","Not applicable","Percent","2.70417"
"LKA","Sri Lanka","1979","Not applicable","Not applicable","Percent","2.56743"
"LKA","Sri Lanka","1975","Not applicable","Not applicable","Percent","2.74455"
"SDN","Sudan","2009","Not applicable","Not applicable","Percent","2.21868"
"SDN","Sudan","2008","Not applicable","Not applicable","Percent","2.20144"
"SDN","Sudan","2006","Not applicable","Not applicable","Percent","1.96302"
"SDN","Sudan","2005","Not applicable","Not applicable","Percent","1.56307"
"SDN","Sudan","2004","Not applicable","Not applicable","Percent","1.6299"
"SDN","Sudan","2002","Not applicable","Not applicable","Percent","1.42644"
"SDN","Sudan","2000","Not applicable","Not applicable","Percent","1.01218"
"SWZ","Swaziland","2011","Not applicable","Not applicable","Percent","8.63695"
"SWZ","Swaziland","2010","Not applicable","Not applicable","Percent","6.96617"
"SWZ","Swaziland","2009","Not applicable","Not applicable","Percent","7.0592"
"SWZ","Swaziland","2008","Not applicable","Not applicable","Percent","7.5187"
"SWZ","Swaziland","2006","Not applicable","Not applicable","Percent","8.06158"
"SWZ","Swaziland","2005","Not applicable","Not applicable","Percent","7.42072"
"SWZ","Swaziland","2004","Not applicable","Not applicable","Percent","6.40261"
"SWZ","Swaziland","2003","Not applicable","Not applicable","Percent","6.80507"
"SWZ","Swaziland","2002","Not applicable","Not applicable","Percent","5.07651"
"SWZ","Swaziland","2001","Not applicable","Not applicable","Percent","5.51615"
"SWZ","Swaziland","2000","Not applicable","Not applicable","Percent","5.50848"
"SWZ","Swaziland","1999","Not applicable","Not applicable","Percent","5.09095"
"SWZ","Swaziland","1996","Not applicable","Not applicable","Percent","4.93816"
"SWZ","Swaziland","1995","Not applicable","Not applicable","Percent","5.65314"
"SWZ","Swaziland","1994","Not applicable","Not applicable","Percent","5.14029"
"SWZ","Swaziland","1990","Not applicable","Not applicable","Percent","5.48457"
"SWZ","Swaziland","1989","Not applicable","Not applicable","Percent","5.66129"
"SWZ","Swaziland","1988","Not applicable","Not applicable","Percent","5.51156"
"SWZ","Swaziland","1987","Not applicable","Not applicable","Percent","5.8022"
"SWZ","Swaziland","1982","Not applicable","Not applicable","Percent","6.75364"
"SWZ","Swaziland","1981","Not applicable","Not applicable","Percent","6.58383"
"SWZ","Swaziland","1980","Not applicable","Not applicable","Percent","5.2972"
"SWZ","Swaziland","1979","Not applicable","Not applicable","Percent","6.36428"
"SWZ","Swaziland","1978","Not applicable","Not applicable","Percent","5.79652"
"SWZ","Swaziland","1977","Not applicable","Not applicable","Percent","3.9443"
"SWZ","Swaziland","1976","Not applicable","Not applicable","Percent","3.71435"
"SWE","Sweden","2013","Not applicable","Not applicable","Percent","7.71773"
"SWE","Sweden","2012","Not applicable","Not applicable","Percent","7.65619"
"SWE","Sweden","2011","Not applicable","Not applicable","Percent","6.49111"
"SWE","Sweden","2010","Not applicable","Not applicable","Percent","6.622"
"SWE","Sweden","2009","Not applicable","Not applicable","Percent","6.85779"
"SWE","Sweden","2008","Not applicable","Not applicable","Percent","6.39072"
"SWE","Sweden","2007","Not applicable","Not applicable","Percent","6.21507"
"SWE","Sweden","2006","Not applicable","Not applicable","Percent","6.41068"
"SWE","Sweden","2005","Not applicable","Not applicable","Percent","6.55951"
"SWE","Sweden","2004","Not applicable","Not applicable","Percent","6.72267"
"SWE","Sweden","2003","Not applicable","Not applicable","Percent","6.85763"
"SWE","Sweden","2002","Not applicable","Not applicable","Percent","7.00103"
"SWE","Sweden","2001","Not applicable","Not applicable","Percent","6.68601"
"SWE","Sweden","2000","Not applicable","Not applicable","Percent","6.81884"
"SWE","Sweden","1999","Not applicable","Not applicable","Percent","6.93027"
"SWE","Sweden","1998","Not applicable","Not applicable","Percent","7.16733"
"SWE","Sweden","1996","Not applicable","Not applicable","Percent","6.92501"
"SWE","Sweden","1995","Not applicable","Not applicable","Percent","6.2239"
"SWE","Sweden","1993","Not applicable","Not applicable","Percent","5.58579"
"SWE","Sweden","1992","Not applicable","Not applicable","Percent","5.3337"
"SWE","Sweden","1991","Not applicable","Not applicable","Percent","5.52166"
"SWE","Sweden","1990","Not applicable","Not applicable","Percent","5.28673"
"SWE","Sweden","1981","Not applicable","Not applicable","Percent","6.87818"
"SWE","Sweden","1980","Not applicable","Not applicable","Percent","6.63053"
"SWE","Sweden","1979","Not applicable","Not applicable","Percent","6.46351"
"CHE","Switzerland","2012","Not applicable","Not applicable","Percent","5.05331"
"CHE","Switzerland","2011","Not applicable","Not applicable","Percent","4.99342"
"CHE","Switzerland","2010","Not applicable","Not applicable","Percent","4.94787"
"CHE","Switzerland","2009","Not applicable","Not applicable","Percent","5.05967"
"CHE","Switzerland","2008","Not applicable","Not applicable","Percent","4.89285"
"CHE","Switzerland","2007","Not applicable","Not applicable","Percent","4.71198"
"CHE","Switzerland","2006","Not applicable","Not applicable","Percent","4.98153"
"CHE","Switzerland","2005","Not applicable","Not applicable","Percent","5.21884"
"CHE","Switzerland","2004","Not applicable","Not applicable","Percent","5.45434"
"CHE","Switzerland","2003","Not applicable","Not applicable","Percent","5.53839"
"CHE","Switzerland","2002","Not applicable","Not applicable","Percent","5.31938"
"CHE","Switzerland","2001","Not applicable","Not applicable","Percent","4.95985"
"CHE","Switzerland","2000","Not applicable","Not applicable","Percent","4.78836"
"CHE","Switzerland","1999","Not applicable","Not applicable","Percent","4.89071"
"CHE","Switzerland","1998","Not applicable","Not applicable","Percent","4.88815"
"CHE","Switzerland","1996","Not applicable","Not applicable","Percent","5.07918"
"CHE","Switzerland","1995","Not applicable","Not applicable","Percent","5.07213"
"CHE","Switzerland","1994","Not applicable","Not applicable","Percent","5.068"
"CHE","Switzerland","1993","Not applicable","Not applicable","Percent","5.10485"
"CHE","Switzerland","1991","Not applicable","Not applicable","Percent","4.69238"
"CHE","Switzerland","1990","Not applicable","Not applicable","Percent","4.53429"
"CHE","Switzerland","1989","Not applicable","Not applicable","Percent","4.27745"
"CHE","Switzerland","1988","Not applicable","Not applicable","Percent","4.36794"
"CHE","Switzerland","1987","Not applicable","Not applicable","Percent","4.30139"
"CHE","Switzerland","1986","Not applicable","Not applicable","Percent","4.34654"
"CHE","Switzerland","1985","Not applicable","Not applicable","Percent","4.30994"
"CHE","Switzerland","1984","Not applicable","Not applicable","Percent","4.36412"
"CHE","Switzerland","1983","Not applicable","Not applicable","Percent","4.50872"
"CHE","Switzerland","1982","Not applicable","Not applicable","Percent","4.40135"
"CHE","Switzerland","1981","Not applicable","Not applicable","Percent","4.33295"
"CHE","Switzerland","1980","Not applicable","Not applicable","Percent","4.37124"
"SYR","Syrian Arab Republic","2009","Not applicable","Not applicable","Percent","5.13014"
"SYR","Syrian Arab Republic","2008","Not applicable","Not applicable","Percent","4.59525"
"SYR","Syrian Arab Republic","2007","Not applicable","Not applicable","Percent","4.87196"
"SYR","Syrian Arab Republic","2006","Not applicable","Not applicable","Percent","5.34599"
"SYR","Syrian Arab Republic","2004","Not applicable","Not applicable","Percent","5.37148"
"SYR","Syrian Arab Republic","2003","Not applicable","Not applicable","Percent","6.48086"
"SYR","Syrian Arab Republic","2002","Not applicable","Not applicable","Percent","5.04692"
"SYR","Syrian Arab Republic","2001","Not applicable","Not applicable","Percent","4.36047"
"SYR","Syrian Arab Republic","1996","Not applicable","Not applicable","Percent","3.69905"
"SYR","Syrian Arab Republic","1989","Not applicable","Not applicable","Percent","4.03414"
"SYR","Syrian Arab Republic","1988","Not applicable","Not applicable","Percent","3.61586"
"SYR","Syrian Arab Republic","1987","Not applicable","Not applicable","Percent","4.56184"
"SYR","Syrian Arab Republic","1986","Not applicable","Not applicable","Percent","5.62293"
"SYR","Syrian Arab Republic","1985","Not applicable","Not applicable","Percent","6.07005"
"SYR","Syrian Arab Republic","1984","Not applicable","Not applicable","Percent","6.13389"
"SYR","Syrian Arab Republic","1982","Not applicable","Not applicable","Percent","5.89762"
"SYR","Syrian Arab Republic","1981","Not applicable","Not applicable","Percent","5.38393"
"SYR","Syrian Arab Republic","1980","Not applicable","Not applicable","Percent","4.57553"
"SYR","Syrian Arab Republic","1979","Not applicable","Not applicable","Percent","4.96617"
"SYR","Syrian Arab Republic","1978","Not applicable","Not applicable","Percent","5.51426"
"SYR","Syrian Arab Republic","1977","Not applicable","Not applicable","Percent","5.71442"
"SYR","Syrian Arab Republic","1976","Not applicable","Not applicable","Percent","5.83146"
"SYR","Syrian Arab Republic","1975","Not applicable","Not applicable","Percent","3.93451"
"TJK","Tajikistan","2012","Not applicable","Not applicable","Percent","4.01803"
"TJK","Tajikistan","2011","Not applicable","Not applicable","Percent","3.93511"
"TJK","Tajikistan","2010","Not applicable","Not applicable","Percent","4.00675"
"TJK","Tajikistan","2009","Not applicable","Not applicable","Percent","4.09831"
"TJK","Tajikistan","2008","Not applicable","Not applicable","Percent","3.45983"
"TJK","Tajikistan","2007","Not applicable","Not applicable","Percent","3.41328"
"TJK","Tajikistan","2006","Not applicable","Not applicable","Percent","3.40348"
"TJK","Tajikistan","2005","Not applicable","Not applicable","Percent","3.51215"
"TJK","Tajikistan","2004","Not applicable","Not applicable","Percent","2.77208"
"TJK","Tajikistan","2003","Not applicable","Not applicable","Percent","2.42263"
"TJK","Tajikistan","2002","Not applicable","Not applicable","Percent","2.7758"
"TJK","Tajikistan","2001","Not applicable","Not applicable","Percent","2.37658"
"TJK","Tajikistan","2000","Not applicable","Not applicable","Percent","2.32863"
"TJK","Tajikistan","1999","Not applicable","Not applicable","Percent","2.07659"
"TJK","Tajikistan","1998","Not applicable","Not applicable","Percent","2.52871"
"TJK","Tajikistan","1996","Not applicable","Not applicable","Percent","2.04298"
"TJK","Tajikistan","1995","Not applicable","Not applicable","Percent","2.06598"
"TJK","Tajikistan","1993","Not applicable","Not applicable","Percent","8.18558"
"THA","Thailand","2013","Not applicable","Not applicable","Percent","4.12567"
"THA","Thailand","2012","Not applicable","Not applicable","Percent","4.53768"
"THA","Thailand","2011","Not applicable","Not applicable","Percent","4.80828"
"THA","Thailand","2010","Not applicable","Not applicable","Percent","3.51031"
"THA","Thailand","2009","Not applicable","Not applicable","Percent","3.8638"
"THA","Thailand","2008","Not applicable","Not applicable","Percent","3.5085"
"THA","Thailand","2007","Not applicable","Not applicable","Percent","3.60314"
"THA","Thailand","2006","Not applicable","Not applicable","Percent","4.05037"
"THA","Thailand","2005","Not applicable","Not applicable","Percent","3.93859"
"THA","Thailand","2004","Not applicable","Not applicable","Percent","4.03089"
"THA","Thailand","2003","Not applicable","Not applicable","Percent","3.72561"
"THA","Thailand","2002","Not applicable","Not applicable","Percent","3.86492"
"THA","Thailand","2001","Not applicable","Not applicable","Percent","4.81786"
"THA","Thailand","2000","Not applicable","Not applicable","Percent","5.25346"
"THA","Thailand","1999","Not applicable","Not applicable","Percent","4.83268"
"THA","Thailand","1998","Not applicable","Not applicable","Percent","4.62569"
"THA","Thailand","1997","Not applicable","Not applicable","Percent","4.55563"
"THA","Thailand","1996","Not applicable","Not applicable","Percent","3.52053"
"THA","Thailand","1995","Not applicable","Not applicable","Percent","3.16857"
"THA","Thailand","1994","Not applicable","Not applicable","Percent","3.46129"
"THA","Thailand","1992","Not applicable","Not applicable","Percent","3.04541"
"THA","Thailand","1991","Not applicable","Not applicable","Percent","3.0886"
"THA","Thailand","1989","Not applicable","Not applicable","Percent","2.50243"
"THA","Thailand","1988","Not applicable","Not applicable","Percent","2.75342"
"THA","Thailand","1987","Not applicable","Not applicable","Percent","3.11582"
"THA","Thailand","1986","Not applicable","Not applicable","Percent","3.40798"
"THA","Thailand","1984","Not applicable","Not applicable","Percent","3.43722"
"THA","Thailand","1983","Not applicable","Not applicable","Percent","3.46387"
"THA","Thailand","1982","Not applicable","Not applicable","Percent","3.27388"
"THA","Thailand","1981","Not applicable","Not applicable","Percent","2.88314"
"THA","Thailand","1980","Not applicable","Not applicable","Percent","2.57454"
"THA","Thailand","1979","Not applicable","Not applicable","Percent","2.84529"
"THA","Thailand","1977","Not applicable","Not applicable","Percent","3.21512"
"THA","Thailand","1976","Not applicable","Not applicable","Percent","3.01672"
"THA","Thailand","1975","Not applicable","Not applicable","Percent","2.38088"
"MKD","The former Yugoslav Republic of Macedonia","2002","Not applicable","Not applicable","Percent","3.30015"
"MKD","The former Yugoslav Republic of Macedonia","1996","Not applicable","Not applicable","Percent","4.52623"
"MKD","The former Yugoslav Republic of Macedonia","1995","Not applicable","Not applicable","Percent","4.49269"
"MKD","The former Yugoslav Republic of Macedonia","1994","Not applicable","Not applicable","Percent","4.76097"
"MKD","The former Yugoslav Republic of Macedonia","1993","Not applicable","Not applicable","Percent","4.87073"
"MKD","The former Yugoslav Republic of Macedonia","1992","Not applicable","Not applicable","Percent","4.97911"
"TLS","Timor-Leste","2014","Not applicable","Not applicable","Percent","7.67624"
"TLS","Timor-Leste","2013","Not applicable","Not applicable","Percent","5.99594"
"TLS","Timor-Leste","2012","Not applicable","Not applicable","Percent","6.41859"
"TLS","Timor-Leste","2011","Not applicable","Not applicable","Percent","9.3384"
"TLS","Timor-Leste","2010","Not applicable","Not applicable","Percent","10.48715"
"TLS","Timor-Leste","2009","Not applicable","Not applicable","Percent","11.46614"
"TLS","Timor-Leste","2008","Not applicable","Not applicable","Percent","8.10202"
"TGO","Togo","2014","Not applicable","Not applicable","Percent","4.83797"
"TGO","Togo","2013","Not applicable","Not applicable","Percent","4.40514"
"TGO","Togo","2012","Not applicable","Not applicable","Percent","4.66829"
"TGO","Togo","2011","Not applicable","Not applicable","Percent","4.43707"
"TGO","Togo","2010","Not applicable","Not applicable","Percent","4.42319"
"TGO","Togo","2009","Not applicable","Not applicable","Percent","4.11575"
"TGO","Togo","2008","Not applicable","Not applicable","Percent","3.43783"
"TGO","Togo","2007","Not applicable","Not applicable","Percent","3.69932"
"TGO","Togo","2006","Not applicable","Not applicable","Percent","3.66374"
"TGO","Togo","2005","Not applicable","Not applicable","Percent","3.40689"
"TGO","Togo","2004","Not applicable","Not applicable","Percent","3.62151"
"TGO","Togo","2003","Not applicable","Not applicable","Percent","4.19533"
"TGO","Togo","2002","Not applicable","Not applicable","Percent","4.01732"
"TGO","Togo","2001","Not applicable","Not applicable","Percent","4.18779"
"TGO","Togo","2000","Not applicable","Not applicable","Percent","4.50842"
"TGO","Togo","1999","Not applicable","Not applicable","Percent","4.18572"
"TGO","Togo","1998","Not applicable","Not applicable","Percent","3.98424"
"TGO","Togo","1996","Not applicable","Not applicable","Percent","4.41244"
"TGO","Togo","1992","Not applicable","Not applicable","Percent","5.67514"
"TGO","Togo","1987","Not applicable","Not applicable","Percent","4.71763"
"TGO","Togo","1984","Not applicable","Not applicable","Percent","5.39358"
"TGO","Togo","1981","Not applicable","Not applicable","Percent","5.88208"
"TGO","Togo","1979","Not applicable","Not applicable","Percent","6.67914"
"TON","Tonga","2004","Not applicable","Not applicable","Percent","3.89872"
"TON","Tonga","2003","Not applicable","Not applicable","Percent","4.15218"
"TON","Tonga","2002","Not applicable","Not applicable","Percent","3.79232"
"TON","Tonga","2001","Not applicable","Not applicable","Percent","4.53256"
"TON","Tonga","2000","Not applicable","Not applicable","Percent","4.94077"
"TON","Tonga","1999","Not applicable","Not applicable","Percent","5.46092"
"TON","Tonga","1998","Not applicable","Not applicable","Percent","5.59089"
"TON","Tonga","1984","Not applicable","Not applicable","Percent","10.34651"
"TTO","Trinidad and Tobago","2003","Not applicable","Not applicable","Percent","3.1366"
"TTO","Trinidad and Tobago","2002","Not applicable","Not applicable","Percent","3.54301"
"TTO","Trinidad and Tobago","2001","Not applicable","Not applicable","Percent","3.0653"
"TTO","Trinidad and Tobago","2000","Not applicable","Not applicable","Percent","2.75563"
"TTO","Trinidad and Tobago","1999","Not applicable","Not applicable","Percent","2.75612"
"TTO","Trinidad and Tobago","1998","Not applicable","Not applicable","Percent","2.43892"
"TTO","Trinidad and Tobago","1997","Not applicable","Not applicable","Percent","3.32521"
"TTO","Trinidad and Tobago","1996","Not applicable","Not applicable","Percent","3.24877"
"TTO","Trinidad and Tobago","1995","Not applicable","Not applicable","Percent","3.55855"
"TTO","Trinidad and Tobago","1994","Not applicable","Not applicable","Percent","3.43181"
"TTO","Trinidad and Tobago","1990","Not applicable","Not applicable","Percent","3.65408"
"TTO","Trinidad and Tobago","1989","Not applicable","Not applicable","Percent","4.1999"
"TTO","Trinidad and Tobago","1985","Not applicable","Not applicable","Percent","5.76769"
"TTO","Trinidad and Tobago","1984","Not applicable","Not applicable","Percent","5.87461"
"TTO","Trinidad and Tobago","1983","Not applicable","Not applicable","Percent","5.73999"
"TTO","Trinidad and Tobago","1982","Not applicable","Not applicable","Percent","5.56028"
"TTO","Trinidad and Tobago","1980","Not applicable","Not applicable","Percent","3.76806"
"TUN","Tunisia","2012","Not applicable","Not applicable","Percent","6.2383"
"TUN","Tunisia","2010","Not applicable","Not applicable","Percent","6.25478"
"TUN","Tunisia","2009","Not applicable","Not applicable","Percent","6.52848"
"TUN","Tunisia","2008","Not applicable","Not applicable","Percent","6.27219"
"TUN","Tunisia","2007","Not applicable","Not applicable","Percent","6.46552"
"TUN","Tunisia","2006","Not applicable","Not applicable","Percent","6.43859"
"TUN","Tunisia","2005","Not applicable","Not applicable","Percent","6.45157"
"TUN","Tunisia","2004","Not applicable","Not applicable","Percent","6.72078"
"TUN","Tunisia","2003","Not applicable","Not applicable","Percent","6.81673"
"TUN","Tunisia","2002","Not applicable","Not applicable","Percent","5.79003"
"TUN","Tunisia","2001","Not applicable","Not applicable","Percent","6.20183"
"TUN","Tunisia","2000","Not applicable","Not applicable","Percent","6.20198"
"TUN","Tunisia","1999","Not applicable","Not applicable","Percent","6.27099"
"TUN","Tunisia","1997","Not applicable","Not applicable","Percent","6.67903"
"TUN","Tunisia","1996","Not applicable","Not applicable","Percent","6.28781"
"TUN","Tunisia","1995","Not applicable","Not applicable","Percent","6.42976"
"TUN","Tunisia","1994","Not applicable","Not applicable","Percent","6.17647"
"TUN","Tunisia","1993","Not applicable","Not applicable","Percent","5.98377"
"TUN","Tunisia","1992","Not applicable","Not applicable","Percent","5.75489"
"TUN","Tunisia","1991","Not applicable","Not applicable","Percent","6.02747"
"TUN","Tunisia","1990","Not applicable","Not applicable","Percent","5.79086"
"TUN","Tunisia","1986","Not applicable","Not applicable","Percent","5.87949"
"TUN","Tunisia","1985","Not applicable","Not applicable","Percent","5.53972"
"TUN","Tunisia","1984","Not applicable","Not applicable","Percent","5.51745"
"TUN","Tunisia","1983","Not applicable","Not applicable","Percent","5.45763"
"TUN","Tunisia","1982","Not applicable","Not applicable","Percent","5.28605"
"TUN","Tunisia","1981","Not applicable","Not applicable","Percent","4.88936"
"TUN","Tunisia","1980","Not applicable","Not applicable","Percent","5.23516"
"TUR","Turkey","2006","Not applicable","Not applicable","Percent","2.86247"
"TUR","Turkey","2004","Not applicable","Not applicable","Percent","3.11739"
"TUR","Turkey","2003","Not applicable","Not applicable","Percent","2.96034"
"TUR","Turkey","2002","Not applicable","Not applicable","Percent","2.81861"
